DatasetName,SightingKey,SpeciesCode,KingdomName,ClassName,FamilyName,SortOrder,ScientificName,Exotic,CommonName,NSWStatus,CommStatus,SensitivityClass,ProfileID,DateFirst,DateLast,NumberIndividuals,EstimateTypeCode,SourceCode,ObservationType,Status,ValidationFlags,LocationKey,Description,Latitude_GDA94,Longitude_GDA94,Zone,Easting,Northing,Accuracy,SightingNotes,LocationNotes,Column1
AWC-NSW Parks Partnership Projects,SPJGI6282668,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 0:32,18/11/2016 0:32,1,,4,Q,Valid and accepted without modification,,LPJGI0588404,Mallee Cliffs,-34.266195,142.776028,54,663509,6206901,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282669,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 0:32,18/11/2016 0:32,1,,4,Q,Valid and accepted without modification,,LPJGI0588404,Mallee Cliffs,-34.266195,142.776028,54,663509,6206901,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282670,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 0:32,18/11/2016 0:32,1,,4,Q,Valid and accepted without modification,,LPJGI0588404,Mallee Cliffs,-34.266195,142.776028,54,663509,6206901,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282678,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 0:58,18/11/2016 0:58,1,,4,Q,Valid and accepted without modification,,LPJGI0588412,Mallee Cliffs,-34.21335299,142.5563742,54,643374,6213092,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282679,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 0:58,18/11/2016 0:58,1,,4,Q,Valid and accepted without modification,,LPJGI0588412,Mallee Cliffs,-34.21335299,142.5563742,54,643374,6213092,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282680,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 0:58,18/11/2016 0:58,1,,4,Q,Valid and accepted without modification,,LPJGI0588412,Mallee Cliffs,-34.21335299,142.5563742,54,643374,6213092,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282681,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:12,18/11/2016 1:12,1,,4,Q,Valid and accepted without modification,,LPJGI0588473,Mallee Cliffs,-34.172,142.445,54,633178,6217829,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282682,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:12,18/11/2016 1:12,1,,4,Q,Valid and accepted without modification,,LPJGI0588473,Mallee Cliffs,-34.172,142.445,54,633178,6217829,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282683,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:12,18/11/2016 1:12,1,,4,Q,Valid and accepted without modification,,LPJGI0588473,Mallee Cliffs,-34.172,142.445,54,633178,6217829,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282690,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:45,18/11/2016 1:45,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282691,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:45,18/11/2016 1:45,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282692,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:45,18/11/2016 1:45,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282696,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:59,18/11/2016 1:59,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282697,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:59,18/11/2016 1:59,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282698,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 1:59,18/11/2016 1:59,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282702,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 2:07,18/11/2016 2:07,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282703,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 2:07,18/11/2016 2:07,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282704,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 2:07,18/11/2016 2:07,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282708,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 2:18,18/11/2016 2:18,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282709,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 2:18,18/11/2016 2:18,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282710,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 2:18,18/11/2016 2:18,1,,4,Q,Valid and accepted without modification,,LPJGI0588367,Mallee Cliffs,-34.129752,142.507976,54,639052,6222430,100,,Standard Site,
AWC-NSW Parks Partnership Projects,SPJGI6282729,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 3:57,18/11/2016 3:57,1,,4,Q,Valid and accepted without modification,,LPJGI0588415,Mallee Cliffs,-34.22423554,142.6744085,54,654229,6211713,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282730,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 3:57,18/11/2016 3:57,1,,4,Q,Valid and accepted without modification,,LPJGI0588415,Mallee Cliffs,-34.22423554,142.6744085,54,654229,6211713,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282731,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 3:58,18/11/2016 3:58,1,,4,Q,Valid and accepted without modification,,LPJGI0588415,Mallee Cliffs,-34.22423554,142.6744085,54,654229,6211713,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282757,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 6:29,18/11/2016 6:29,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282758,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 6:29,18/11/2016 6:29,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282759,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,18/11/2016 6:29,18/11/2016 6:29,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282826,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 0:00,19/11/2016 0:00,1,,4,Q,Valid and accepted without modification,,LPJGI0588481,Mallee Cliffs,-34.2203,142.6,54,647381,6212260,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282827,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 0:00,19/11/2016 0:00,1,,4,Q,Valid and accepted without modification,,LPJGI0588481,Mallee Cliffs,-34.2203,142.6,54,647381,6212260,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282828,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 0:00,19/11/2016 0:00,1,,4,Q,Valid and accepted without modification,,LPJGI0588481,Mallee Cliffs,-34.2203,142.6,54,647381,6212260,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282847,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 1:53,19/11/2016 1:53,1,,4,Q,Valid and accepted without modification,,LPJGI0588395,Mallee Cliffs,-34.24727205,142.5008912,54,638207,6209408,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282848,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 1:53,19/11/2016 1:53,1,,4,Q,Valid and accepted without modification,,LPJGI0588395,Mallee Cliffs,-34.24727205,142.5008912,54,638207,6209408,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282849,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 1:53,19/11/2016 1:53,1,,4,Q,Valid and accepted without modification,,LPJGI0588395,Mallee Cliffs,-34.24727205,142.5008912,54,638207,6209408,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282934,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 22:46,19/11/2016 22:46,2,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282935,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 22:46,19/11/2016 22:46,2,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282936,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,19/11/2016 22:46,19/11/2016 22:46,2,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282940,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 0:27,20/11/2016 0:27,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282941,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 0:27,20/11/2016 0:27,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282942,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 0:27,20/11/2016 0:27,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282946,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 0:56,20/11/2016 0:56,1,,4,Q,Valid and accepted without modification,,LPJGI0588465,Mallee Cliffs,-34.17457935,142.5421843,54,642132,6217412,100,Comment: Female with young,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282947,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 0:56,20/11/2016 0:56,1,,4,Q,Valid and accepted without modification,,LPJGI0588465,Mallee Cliffs,-34.17457935,142.5421843,54,642132,6217412,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282948,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 0:56,20/11/2016 0:56,1,,4,Q,Valid and accepted without modification,,LPJGI0588465,Mallee Cliffs,-34.17457935,142.5421843,54,642132,6217412,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282955,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 1:11,20/11/2016 1:11,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282956,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 1:11,20/11/2016 1:11,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282957,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 1:18,20/11/2016 1:18,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282958,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 1:18,20/11/2016 1:18,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6282959,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 1:18,20/11/2016 1:18,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283003,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 19:11,20/11/2016 19:11,1,,4,Q,Valid and accepted without modification,,LPJGI0588416,Mallee Cliffs,-34.23013262,142.679004,54,654641,6211052,100,Comment: Juvenile,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283004,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 19:11,20/11/2016 19:11,1,,4,Q,Valid and accepted without modification,,LPJGI0588416,Mallee Cliffs,-34.23013262,142.679004,54,654641,6211052,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283005,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 19:11,20/11/2016 19:11,1,,4,Q,Valid and accepted without modification,,LPJGI0588416,Mallee Cliffs,-34.23013262,142.679004,54,654641,6211052,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283012,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 21:09,20/11/2016 21:09,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283013,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 21:09,20/11/2016 21:09,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283014,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 21:09,20/11/2016 21:09,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283018,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 21:37,20/11/2016 21:37,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283019,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 21:37,20/11/2016 21:37,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283020,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 21:37,20/11/2016 21:37,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283032,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 23:43,20/11/2016 23:43,1,,4,Q,Valid and accepted without modification,,LPJGI0588410,Mallee Cliffs,-34.2302373,142.5381854,54,641670,6211245,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283033,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 23:43,20/11/2016 23:43,1,,4,Q,Valid and accepted without modification,,LPJGI0588410,Mallee Cliffs,-34.2302373,142.5381854,54,641670,6211245,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283034,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,20/11/2016 23:43,20/11/2016 23:43,1,,4,Q,Valid and accepted without modification,,LPJGI0588410,Mallee Cliffs,-34.2302373,142.5381854,54,641670,6211245,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283054,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:15,21/11/2016 2:15,1,,4,Q,Valid and accepted without modification,,LPJGI0588482,Mallee Cliffs,-34.27126945,142.680676,54,654720,6206487,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283055,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:15,21/11/2016 2:15,1,,4,Q,Valid and accepted without modification,,LPJGI0588482,Mallee Cliffs,-34.27126945,142.680676,54,654720,6206487,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283056,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:15,21/11/2016 2:15,1,,4,Q,Valid and accepted without modification,,LPJGI0588482,Mallee Cliffs,-34.27126945,142.680676,54,654720,6206487,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283067,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:46,21/11/2016 2:46,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,Comment: Two males fighting,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283068,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:46,21/11/2016 2:46,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283069,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:46,21/11/2016 2:46,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283076,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:58,21/11/2016 2:58,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283077,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:58,21/11/2016 2:58,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283078,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 2:58,21/11/2016 2:58,1,,4,Q,Valid and accepted without modification,,LPJGI0588468,Mallee Cliffs,-34.17621267,142.4935978,54,637651,6217298,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283085,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 3:19,21/11/2016 3:19,1,,4,Q,Valid and accepted without modification,,LPJGI0588482,Mallee Cliffs,-34.27126945,142.680676,54,654720,6206487,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283086,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 3:20,21/11/2016 3:20,1,,4,Q,Valid and accepted without modification,,LPJGI0588482,Mallee Cliffs,-34.27126945,142.680676,54,654720,6206487,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283087,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 3:20,21/11/2016 3:20,1,,4,Q,Valid and accepted without modification,,LPJGI0588482,Mallee Cliffs,-34.27126945,142.680676,54,654720,6206487,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283142,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 18:42,21/11/2016 18:42,1,,4,Q,Valid and accepted without modification,,LPJGI0588480,Mallee Cliffs,-34.22026478,142.6004365,54,647421,6212263,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283143,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 18:42,21/11/2016 18:42,1,,4,Q,Valid and accepted without modification,,LPJGI0588480,Mallee Cliffs,-34.22026478,142.6004365,54,647421,6212263,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283144,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 18:42,21/11/2016 18:42,1,,4,Q,Valid and accepted without modification,,LPJGI0588480,Mallee Cliffs,-34.22026478,142.6004365,54,647421,6212263,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283151,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 19:11,21/11/2016 19:11,1,,4,Q,Valid and accepted without modification,,LPJGI0588476,Mallee Cliffs,-34.15200773,142.5594812,54,643764,6219891,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283152,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 19:11,21/11/2016 19:11,1,,4,Q,Valid and accepted without modification,,LPJGI0588476,Mallee Cliffs,-34.15200773,142.5594812,54,643764,6219891,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283153,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 19:11,21/11/2016 19:11,1,,4,Q,Valid and accepted without modification,,LPJGI0588476,Mallee Cliffs,-34.15200773,142.5594812,54,643764,6219891,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283160,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 20:16,21/11/2016 20:16,1,,4,Q,Valid and accepted without modification,,LPJGI0588375,Mallee Cliffs,-34.27437459,142.7708622,54,663017,6206002,100,,RoadCam,
AWC-NSW Parks Partnership Projects,SPJGI6283161,1263,Fauna,Mammalia,Macropodidae,3831,Macropus fuliginosus,,Western Grey Kangaroo,P,,,,21/11/2016 20:16,21/11/2016 20:16,1,,4,Q,Valid and accepted without modification,,LPJGI0588375,Mallee Cliffs,-34.27437459,142.7708622,54,663017,6206002,100,,RoadCam,
