Data from the BioNet Atlas website, which holds records from a number of custodians. The data are only indicative and cannot be considered a comprehensive inventory, and may contain errors and omissions.
Location accuracy varies. Records of species listed under the Sensitive Species Data Policy are identified in the Sensitivity Class column (^ rounded to 0.1°C; ^^ rounded to 0.01°C).
Copyright the State of NSW through the Department of Planning, Industry and Environment.
Search criteria : Public Report of all  Valid Records of Red Kangaroo (Species: Osphranter rufus) returned a total of 8,500 records of 1 species.Report generated on 24/09/2024 5:00 PM
DatasetName	SightingKey	SpeciesCode	KingdomName	ClassName	FamilyName	SortOrder	ScientificName	Exotic	CommonName	NSWStatus	CommStatus	SensitivityClass	ProfileID	DateFirst	DateLast	NumberIndividuals	EstimateTypeCode	SourceCode	ObservationType	Status	ValidationFlags	LocationKey	Description	Latitude_GDA94	Longitude_GDA94	Zone	Easting	Northing	Accuracy	SightingNotes	LocationNotes	
AWC-NSW Parks Partnership Projects	SPJGI6289401	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 18:28:28	19/04/2018 18:28:28	1		4	Q	Valid and accepted without modification		LPJGI0588400	Mallee Cliffs	-34.237570180	142.510936800	54	639148	6210470	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289402	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 18:54:52	19/04/2018 18:54:52	1		4	Q	Valid and accepted without modification		LPJGI0588370	Mallee Cliffs	-34.277096690	142.786438700	54	664446	6205675	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289403	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 18:54:52	19/04/2018 18:54:52	1		4	Q	Valid and accepted without modification		LPJGI0588370	Mallee Cliffs	-34.277096690	142.786438700	54	664446	6205675	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289404	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 18:54:54	19/04/2018 18:54:54	1		4	Q	Valid and accepted without modification		LPJGI0588370	Mallee Cliffs	-34.277096690	142.786438700	54	664446	6205675	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289405	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 19:00:04	19/04/2018 19:00:04	1		4	Q	Valid and accepted without modification		LPJGI0588370	Mallee Cliffs	-34.277096690	142.786438700	54	664446	6205675	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289406	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 19:00:06	19/04/2018 19:00:06	1		4	Q	Valid and accepted without modification		LPJGI0588370	Mallee Cliffs	-34.277096690	142.786438700	54	664446	6205675	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289407	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 19:00:06	19/04/2018 19:00:06	1		4	Q	Valid and accepted without modification		LPJGI0588370	Mallee Cliffs	-34.277096690	142.786438700	54	664446	6205675	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289432	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 22:12:08	19/04/2018 22:12:08	1		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289433	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 22:12:10	19/04/2018 22:12:10	1		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289434	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 22:12:10	19/04/2018 22:12:10	1		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289437	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 22:46:58	19/04/2018 22:46:58	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289438	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 22:47:00	19/04/2018 22:47:00	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289439	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 22:47:00	19/04/2018 22:47:00	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289440	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 23:01:44	19/04/2018 23:01:44	1		4	Q	Valid and accepted without modification		LPJGI0588416	Mallee Cliffs	-34.230132620	142.679004000	54	654641	6211052	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289441	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 23:01:46	19/04/2018 23:01:46	1		4	Q	Valid and accepted without modification		LPJGI0588416	Mallee Cliffs	-34.230132620	142.679004000	54	654641	6211052	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289442	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 23:01:46	19/04/2018 23:01:46	2		4	Q	Valid and accepted without modification		LPJGI0588416	Mallee Cliffs	-34.230132620	142.679004000	54	654641	6211052	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289448	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 23:06:52	19/04/2018 23:06:52	1		4	Q	Valid and accepted without modification		LPJGI0588400	Mallee Cliffs	-34.237570180	142.510936800	54	639148	6210470	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289449	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 23:06:54	19/04/2018 23:06:54	1		4	Q	Valid and accepted without modification		LPJGI0588400	Mallee Cliffs	-34.237570180	142.510936800	54	639148	6210470	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289450	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				19/04/2018 23:06:56	19/04/2018 23:06:56	2		4	Q	Valid and accepted without modification		LPJGI0588400	Mallee Cliffs	-34.237570180	142.510936800	54	639148	6210470	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289471	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 00:37:04	20/04/2018 00:37:04	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289472	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 00:37:06	20/04/2018 00:37:06	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289473	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 00:37:06	20/04/2018 00:37:06	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289475	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 00:47:06	20/04/2018 00:47:06	1		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289476	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 00:50:18	20/04/2018 00:50:18	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289477	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 00:50:18	20/04/2018 00:50:18	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289478	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 00:50:20	20/04/2018 00:50:20	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289488	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 01:32:28	20/04/2018 01:32:28	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289489	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 01:32:30	20/04/2018 01:32:30	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289490	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 01:32:30	20/04/2018 01:32:30	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289498	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:44:52	20/04/2018 02:44:52	2		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289499	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:44:54	20/04/2018 02:44:54	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289500	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:44:54	20/04/2018 02:44:54	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289502	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:52:58	20/04/2018 02:52:58	1		4	Q	Valid and accepted without modification		LPJGI0588400	Mallee Cliffs	-34.237570180	142.510936800	54	639148	6210470	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289503	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:53:00	20/04/2018 02:53:00	1		4	Q	Valid and accepted without modification		LPJGI0588400	Mallee Cliffs	-34.237570180	142.510936800	54	639148	6210470	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289504	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:53:02	20/04/2018 02:53:02	1		4	Q	Valid and accepted without modification		LPJGI0588400	Mallee Cliffs	-34.237570180	142.510936800	54	639148	6210470	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289508	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:58:38	20/04/2018 02:58:38	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289509	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:58:40	20/04/2018 02:58:40	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289510	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 02:58:40	20/04/2018 02:58:40	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289512	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:14:02	20/04/2018 03:14:02	1		4	Q	Valid and accepted without modification		LPJGI0588483	Mallee Cliffs	-34.258853300	142.685906400	54	655224	6207856	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289513	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:14:04	20/04/2018 03:14:04	1		4	Q	Valid and accepted without modification		LPJGI0588483	Mallee Cliffs	-34.258853300	142.685906400	54	655224	6207856	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289514	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:14:04	20/04/2018 03:14:04	1		4	Q	Valid and accepted without modification		LPJGI0588483	Mallee Cliffs	-34.258853300	142.685906400	54	655224	6207856	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289518	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:30:26	20/04/2018 03:30:26	1		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289519	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:30:28	20/04/2018 03:30:28	1		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289520	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:30:30	20/04/2018 03:30:30	1		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289522	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:41:00	20/04/2018 03:41:00	1		4	Q	Valid and accepted without modification		LPJGI0588411	Mallee Cliffs	-34.223679330	142.550130800	54	642781	6211956	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289523	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:41:02	20/04/2018 03:41:02	1		4	Q	Valid and accepted without modification		LPJGI0588411	Mallee Cliffs	-34.223679330	142.550130800	54	642781	6211956	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289524	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:41:02	20/04/2018 03:41:02	1		4	Q	Valid and accepted without modification		LPJGI0588411	Mallee Cliffs	-34.223679330	142.550130800	54	642781	6211956	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289525	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:53:58	20/04/2018 03:53:58	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289526	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:53:58	20/04/2018 03:53:58	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289527	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 03:54:00	20/04/2018 03:54:00	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289528	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:02:28	20/04/2018 04:02:28	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289529	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:02:30	20/04/2018 04:02:30	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289530	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:02:30	20/04/2018 04:02:30	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289534	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:11:22	20/04/2018 04:11:22	1		4	Q	Valid and accepted without modification		LPJGI0588410	Mallee Cliffs	-34.230237300	142.538185400	54	641670	6211245	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289535	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:11:22	20/04/2018 04:11:22	1		4	Q	Valid and accepted without modification		LPJGI0588410	Mallee Cliffs	-34.230237300	142.538185400	54	641670	6211245	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289539	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:39:42	20/04/2018 04:39:42	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289540	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:39:46	20/04/2018 04:39:46	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289541	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:39:46	20/04/2018 04:39:46	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289545	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:48:32	20/04/2018 04:48:32	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289546	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:48:34	20/04/2018 04:48:34	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289547	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 04:48:34	20/04/2018 04:48:34	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289548	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:01:54	20/04/2018 05:01:54	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289549	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:01:56	20/04/2018 05:01:56	1		4	Q	Valid and accepted without modification		LPJGI0588444	Mallee Cliffs	-34.227044410	142.761917300	54	662285	6211266	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289550	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:11:22	20/04/2018 05:11:22	1		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289551	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:11:24	20/04/2018 05:11:24	2		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289552	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:11:24	20/04/2018 05:11:24	2		4	Q	Valid and accepted without modification		LPJGI0588446	Mallee Cliffs	-34.227937230	142.794417300	54	665277	6211114	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289554	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:15:42	20/04/2018 05:15:42	1		4	Q	Valid and accepted without modification		LPJGI0588468	Mallee Cliffs	-34.176212670	142.493597800	54	637651	6217298	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289555	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:15:44	20/04/2018 05:15:44	1		4	Q	Valid and accepted without modification		LPJGI0588468	Mallee Cliffs	-34.176212670	142.493597800	54	637651	6217298	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289556	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:15:44	20/04/2018 05:15:44	1		4	Q	Valid and accepted without modification		LPJGI0588468	Mallee Cliffs	-34.176212670	142.493597800	54	637651	6217298	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289560	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:24:44	20/04/2018 05:24:44	1		4	Q	Valid and accepted without modification		LPJGI0588365	Mallee Cliffs	-34.280746420	142.801882400	54	665861	6205245	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289561	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:24:46	20/04/2018 05:24:46	1		4	Q	Valid and accepted without modification		LPJGI0588365	Mallee Cliffs	-34.280746420	142.801882400	54	665861	6205245	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289562	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:24:46	20/04/2018 05:24:46	1		4	Q	Valid and accepted without modification		LPJGI0588365	Mallee Cliffs	-34.280746420	142.801882400	54	665861	6205245	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289563	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:28:20	20/04/2018 05:28:20	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289564	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:28:20	20/04/2018 05:28:20	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289565	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:28:22	20/04/2018 05:28:22	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289569	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:37:42	20/04/2018 05:37:42	1		4	Q	Valid and accepted without modification		LPJGI0588445	Mallee Cliffs	-34.227537740	142.778165500	54	663780	6211185	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289570	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:45:26	20/04/2018 05:45:26	1		4	Q	Valid and accepted without modification		LPJGI0588394	Mallee Cliffs	-34.278921350	142.575517000	54	645025	6205794	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289571	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:45:26	20/04/2018 05:45:26	1		4	Q	Valid and accepted without modification		LPJGI0588394	Mallee Cliffs	-34.278921350	142.575517000	54	645025	6205794	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289572	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:45:28	20/04/2018 05:45:28	1		4	Q	Valid and accepted without modification		LPJGI0588394	Mallee Cliffs	-34.278921350	142.575517000	54	645025	6205794	100.0000		RoadCam	
AWC-NSW Parks Partnership Projects	SPJGI6289573	1275	Fauna	Mammalia	Macropodidae	3864	Osphranter rufus		Red Kangaroo	P				20/04/2018 05:45:34	20/04/2018 05:45:34	1		4	Q	Valid and accepted without modification		LPJGI0588459	Mallee Cliffs	-34.214429140	142.653384300	54	652310	6212832	100.0000		RoadCam	
